trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
286,True,"{'a': 0, 'e': 0}",20,8,25.33011191375819,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0, 'e': 0}",20,0,30.88452187814373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,True,"{'a': 0, 'e': 0}",20,14,8.125717173311301,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0, 'e': 0}",20,3,26.09572995161271,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,True,"{'a': 0, 'e': 0}",25,13,23.122838109594095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,True,"{'a': 0, 'e': 0}",25,16,18.40526505863674,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0, 'e': 0}",35,23,25.017271709981962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0, 'e': 0}",25,14,16.43107633625767,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0, 'e': 0}",20,11,20.347037397589517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0, 'e': 0}",20,3,26.550546576252135,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,True,"{'a': 0, 'e': 0}",20,8,22.55092551859198,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,True,"{'a': 0, 'e': 0}",30,0,52.22476854542738,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,True,"{'a': 0, 'e': 0}",20,8,24.758350716361612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,True,"{'a': 0, 'e': 0}",25,7,35.24629822130146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,True,"{'a': 0, 'e': 0}",20,15,9.64660050239937,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,True,"{'a': 0, 'e': 0}",20,3,25.75070872787527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,True,"{'a': 0, 'e': 0}",25,13,19.757335902519962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,True,"{'a': 0, 'e': 0}",25,19,3.133049486208771,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
304,True,"{'a': 0, 'e': 0}",20,0,30.10399973217032,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,True,"{'a': 0, 'e': 0}",25,5,33.77151554892404,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,True,"{'a': 0, 'e': 0}",30,24,11.123559645336837,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,True,"{'a': 0, 'e': 0}",20,12,13.89642245314458,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,True,"{'a': 0, 'e': 0}",20,12,14.76142175221522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,True,"{'a': 0, 'e': 0}",25,19,10.343807760880763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,True,"{'a': 0, 'e': 0}",25,11,23.124502943151157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,True,"{'a': 0, 'e': 0}",35,0,50.30838310969225,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,True,"{'a': 0, 'e': 0}",25,8,32.394124624104684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,True,"{'a': 0, 'e': 0}",20,9,24.404050572040216,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,True,"{'a': 0, 'e': 0}",20,14,13.947662120800445,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,True,"{'a': 0, 'e': 0}",25,0,37.905797529523085,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
316,True,"{'a': 0, 'e': 0}",25,16,16.437438486951965,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,True,"{'a': 0, 'e': 0}",20,16,6.572877292619838,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,True,"{'a': 0, 'e': 0}",25,6,30.158744904393522,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,True,"{'a': 0, 'e': 0}",25,8,30.902137092115147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,True,"{'a': 0, 'e': 0}",20,8,21.722654845749364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,True,"{'a': 0, 'e': 0}",25,17,17.095403126610588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,True,"{'a': 0, 'e': 0}",25,20,11.664887578068104,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,True,"{'a': 0, 'e': 0}",25,0,38.11016878904807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
324,True,"{'a': 0, 'e': 0}",20,11,17.701105032769362,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,True,"{'a': 0, 'e': 0}",30,21,17.120265542909777,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,True,"{'a': 0, 'e': 0}",20,11,17.88728719369192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,True,"{'a': 0, 'e': 0}",35,24,15.13698261207226,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,True,"{'a': 0, 'e': 0}",20,6,21.138057834155774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,True,"{'a': 0, 'e': 0}",30,21,14.87284207050566,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,True,"{'a': 0, 'e': 0}",30,11,30.441280321119706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,True,"{'a': 0, 'e': 0}",20,11,17.24314086379933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,True,"{'a': 0, 'e': 0}",25,3,37.426352207551744,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,True,"{'a': 0, 'e': 0}",25,20,8.316217142203875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,True,"{'a': 0, 'e': 0}",20,13,13.6026186289317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,True,"{'a': 0, 'e': 0}",20,9,18.090014649031858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,True,"{'a': 0, 'e': 0}",20,12,16.399998806721438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,True,"{'a': 0, 'e': 0}",20,2,31.428328141951905,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,True,"{'a': 0, 'e': 0}",20,5,20.984143583314257,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,True,"{'a': 0, 'e': 0}",25,12,23.056933373518646,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,True,"{'a': 0, 'e': 0}",20,10,18.864875789004415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,True,"{'a': 0, 'e': 0}",20,8,22.153192672152773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,True,"{'a': 0, 'e': 0}",25,11,26.751752940616896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,True,"{'a': 0, 'e': 0}",25,0,36.11174639755514,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,True,"{'a': 0, 'e': 0}",25,16,17.817704224461945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,True,"{'a': 0, 'e': 0}",30,24,12.325961685484291,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,True,"{'a': 0, 'e': 0}",30,16,21.03679787174518,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,True,"{'a': 0, 'e': 0}",25,20,10.591354217844604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,True,"{'a': 0, 'e': 0}",20,13,13.518494277438789,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,True,"{'a': 0, 'e': 0}",25,10,26.14576160843951,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,True,"{'a': 0, 'e': 0}",20,3,25.177974891339513,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,True,"{'a': 0, 'e': 0}",20,7,21.304537919829695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,True,"{'a': 0, 'e': 0}",20,3,28.769378614432934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,True,"{'a': 0, 'e': 0}",30,12,33.589245798690484,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,True,"{'a': 0, 'e': 0}",30,17,23.933922464889836,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,True,"{'a': 0, 'e': 0}",20,16,8.149615444335968,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,True,"{'a': 0, 'e': 0}",20,5,25.19900903367281,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,True,"{'a': 0, 'e': 0}",30,16,25.11645735690032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,True,"{'a': 0, 'e': 0}",25,14,19.44824099067568,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,True,"{'a': 0, 'e': 0}",30,16,25.249112669783322,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,True,"{'a': 0, 'e': 0}",30,21,17.822680203322886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,True,"{'a': 0, 'e': 0}",20,3,22.77329628578976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,True,"{'a': 0, 'e': 0}",20,0,31.4234108750838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,True,"{'a': 0, 'e': 0}",25,10,25.881585218242808,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,True,"{'a': 0, 'e': 0}",20,12,13.554712010074708,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,True,"{'a': 0, 'e': 0}",25,7,33.371705051905415,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,True,"{'a': 0, 'e': 0}",20,13,13.316339873557054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,True,"{'a': 0, 'e': 0}",25,13,20.03309036875004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,True,"{'a': 0, 'e': 0}",25,13,22.970908013180242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,True,"{'a': 0, 'e': 0}",25,16,18.937026658330797,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,True,"{'a': 0, 'e': 0}",20,14,10.569822858090948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,True,"{'a': 0, 'e': 0}",20,6,24.126765830762647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,True,"{'a': 0, 'e': 0}",20,7,22.566385801333123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,True,"{'a': 0, 'e': 0}",20,5,30.53500922809301,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,True,"{'a': 0, 'e': 0}",20,12,13.818485018063727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,True,"{'a': 0, 'e': 0}",25,10,28.42902393644796,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,True,"{'a': 0, 'e': 0}",20,13,13.37557845709979,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,True,"{'a': 0, 'e': 0}",30,23,11.807932042601866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,True,"{'a': 0, 'e': 0}",30,12,32.829958888872824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,True,"{'a': 0, 'e': 0}",20,12,16.331352387783564,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,True,"{'a': 0, 'e': 0}",25,19,10.772756658822757,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,True,"{'a': 0, 'e': 0}",20,0,28.597374172505514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,True,"{'a': 0, 'e': 0}",20,10,17.96359272066083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,True,"{'a': 0, 'e': 0}",25,12,23.300175558537987,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,True,"{'a': 0, 'e': 0}",30,18,20.24530199882112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,True,"{'a': 0, 'e': 0}",30,13,34.28177089367445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,True,"{'a': 0, 'e': 0}",25,11,26.010525751909654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,True,"{'a': 0, 'e': 0}",30,20,18.59371870817701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,True,"{'a': 0, 'e': 0}",20,2,31.340541673451288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,True,"{'a': 0, 'e': 0}",20,9,19.41493560291926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,True,"{'a': 0, 'e': 0}",20,8,19.085513157979566,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,True,"{'a': 0, 'e': 0}",20,0,36.18886755860331,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,True,"{'a': 0, 'e': 0}",20,14,10.656717065237164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,True,"{'a': 0, 'e': 0}",25,15,15.69337627478547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,True,"{'a': 0, 'e': 0}",20,0,30.474014086450428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,True,"{'a': 0, 'e': 0}",20,0,27.024233222785323,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,True,"{'a': 0, 'e': 0}",20,16,6.626246693494757,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,True,"{'a': 0, 'e': 0}",25,0,37.82342868046657,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,True,"{'a': 0, 'e': 0}",20,13,13.54317465418141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,True,"{'a': 0, 'e': 0}",20,12,15.955898955330836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,True,"{'a': 0, 'e': 0}",25,8,30.053361315868536,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,True,"{'a': 0, 'e': 0}",20,0,30.07741387227566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
402,True,"{'a': 0, 'e': 0}",20,13,12.264504791641135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,True,"{'a': 0, 'e': 0}",20,0,29.231046454258532,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
404,True,"{'a': 0, 'e': 0}",20,8,21.030425801980147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,True,"{'a': 0, 'e': 0}",20,8,24.733610593921107,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,True,"{'a': 0, 'e': 0}",20,9,18.648790979785716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,True,"{'a': 0, 'e': 0}",25,13,22.893505375427246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,True,"{'a': 0, 'e': 0}",20,15,10.558414363971773,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,True,"{'a': 0, 'e': 0}",35,12,38.24520520748149,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,True,"{'a': 0, 'e': 0}",30,6,39.51146563480616,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,True,"{'a': 0, 'e': 0}",20,8,24.44242703382514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,True,"{'a': 0, 'e': 0}",30,19,12.89637339940499,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,True,"{'a': 0, 'e': 0}",30,18,22.69661180727779,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,True,"{'a': 0, 'e': 0}",25,17,14.040673373896691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,True,"{'a': 0, 'e': 0}",20,0,33.55051905751703,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,True,"{'a': 0, 'e': 0}",20,13,11.049926636532927,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,True,"{'a': 0, 'e': 0}",35,28,12.69076788278127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,True,"{'a': 0, 'e': 0}",25,13,19.41284672933603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,True,"{'a': 0, 'e': 0}",30,14,26.712937087280608,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,True,"{'a': 0, 'e': 0}",20,0,23.152266048196616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
421,True,"{'a': 0, 'e': 0}",30,19,22.000173581684752,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,True,"{'a': 0, 'e': 0}",20,0,32.59817748701349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
423,True,"{'a': 0, 'e': 0}",20,6,29.90180701599924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,True,"{'a': 0, 'e': 0}",30,13,28.2772530850249,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,True,"{'a': 0, 'e': 0}",20,8,17.188117466790942,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,True,"{'a': 0, 'e': 0}",30,13,32.14135607870447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,True,"{'a': 0, 'e': 0}",25,5,35.47873052309899,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,True,"{'a': 0, 'e': 0}",20,7,25.23897410916594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,True,"{'a': 0, 'e': 0}",30,8,41.581193112954104,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,True,"{'a': 0, 'e': 0}",30,2,45.31895415923959,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,True,"{'a': 0, 'e': 0}",30,11,35.1231200462399,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,True,"{'a': 0, 'e': 0}",20,3,26.75003617333467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,True,"{'a': 0, 'e': 0}",20,14,13.02230844429882,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,True,"{'a': 0, 'e': 0}",30,17,20.800703854164123,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,True,"{'a': 0, 'e': 0}",30,19,18.086455919148282,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,True,"{'a': 0, 'e': 0}",30,4,36.09276302496472,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,True,"{'a': 0, 'e': 0}",25,14,23.075630961618003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,True,"{'a': 0, 'e': 0}",25,13,22.93262115534808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,True,"{'a': 0, 'e': 0}",25,17,6.764616538748687,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
440,True,"{'a': 0, 'e': 0}",20,2,30.432833664590152,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,True,"{'a': 0, 'e': 0}",25,11,24.361671975464873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,True,"{'a': 0, 'e': 0}",35,15,35.0730480659714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,True,"{'a': 0, 'e': 0}",20,12,17.146418591336595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,True,"{'a': 0, 'e': 0}",25,18,14.747824526096858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,True,"{'a': 0, 'e': 0}",25,13,17.288774785213953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,True,"{'a': 0, 'e': 0}",20,10,17.15378455051997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,True,"{'a': 0, 'e': 0}",25,10,27.529337338986792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,True,"{'a': 0, 'e': 0}",25,14,19.968669221087747,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,True,"{'a': 0, 'e': 0}",25,16,17.074243335556098,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,True,"{'a': 0, 'e': 0}",25,13,23.021908399405802,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,True,"{'a': 0, 'e': 0}",20,15,11.40365074054421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,True,"{'a': 0, 'e': 0}",30,14,25.911763558873623,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,True,"{'a': 0, 'e': 0}",30,10,33.66067194722202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,True,"{'a': 0, 'e': 0}",20,9,14.339956132923348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,True,"{'a': 0, 'e': 0}",30,9,37.40008469738512,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,True,"{'a': 0, 'e': 0}",20,12,16.330802616894452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,True,"{'a': 0, 'e': 0}",20,6,24.945108341533356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,True,"{'a': 0, 'e': 0}",25,14,20.302706601250957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,True,"{'a': 0, 'e': 0}",25,9,28.982872991736734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,True,"{'a': 0, 'e': 0}",30,16,26.126764225923644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,True,"{'a': 0, 'e': 0}",25,12,20.846402006827006,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,True,"{'a': 0, 'e': 0}",20,8,21.523263619876605,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,True,"{'a': 0, 'e': 0}",25,11,23.196010114885905,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,True,"{'a': 0, 'e': 0}",20,9,18.422299162325352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,True,"{'a': 0, 'e': 0}",30,16,26.021139121869723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,True,"{'a': 0, 'e': 0}",25,11,27.619453172241474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,True,"{'a': 0, 'e': 0}",30,16,25.774235724394416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,True,"{'a': 0, 'e': 0}",20,0,31.594138534644685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,True,"{'a': 0, 'e': 0}",25,2,36.764052141898,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,True,"{'a': 0, 'e': 0}",25,14,22.76340965826612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,True,"{'a': 0, 'e': 0}",25,10,27.151821649857528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,True,"{'a': 0, 'e': 0}",25,17,15.707316283229552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,True,"{'a': 0, 'e': 0}",20,5,25.25968587510202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,True,"{'a': 0, 'e': 0}",20,3,27.901432977129232,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,True,"{'a': 0, 'e': 0}",20,16,8.296795586209207,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,True,"{'a': 0, 'e': 0}",20,7,24.57289929784361,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,True,"{'a': 0, 'e': 0}",25,8,23.997813322617336,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,True,"{'a': 0, 'e': 0}",20,13,15.196062833194224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,True,"{'a': 0, 'e': 0}",20,15,10.059175278715038,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,True,"{'a': 0, 'e': 0}",20,13,12.443506914986179,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,True,"{'a': 0, 'e': 0}",25,2,42.267135775150486,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,True,"{'a': 0, 'e': 0}",25,12,24.973329571339715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,True,"{'a': 0, 'e': 0}",25,11,27.671369379707937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,True,"{'a': 0, 'e': 0}",20,10,10.763404762390842,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,True,"{'a': 0, 'e': 0}",20,13,11.244082566421332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,True,"{'a': 0, 'e': 0}",20,0,30.354681891368333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,True,"{'a': 0, 'e': 0}",25,10,31.744561265185972,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,True,"{'a': 0, 'e': 0}",20,9,19.407670976764635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,True,"{'a': 0, 'e': 0}",20,16,9.600051119538291,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,True,"{'a': 0, 'e': 0}",20,12,15.079563953096512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,True,"{'a': 0, 'e': 0}",30,9,32.956086744201635,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,True,"{'a': 0, 'e': 0}",25,14,21.631449836289057,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,True,"{'a': 0, 'e': 0}",30,15,21.69604198054856,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,True,"{'a': 0, 'e': 0}",30,19,22.899632468741277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,True,"{'a': 0, 'e': 0}",20,5,20.79871686139994,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,True,"{'a': 0, 'e': 0}",20,8,24.619698926192342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
