trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
75,True,"{'a': 0, 'e': 0}",30,22,14.400639532820378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,15,9.095738024562976,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",20,12,16.424399286415916,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",25,11,27.47857015512542,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",25,9,24.77556015655444,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,14,19.028210793046174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",30,19,21.520565838893113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",25,18,16.077530018152586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,5,30.431398765208076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",25,16,16.441670928673272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",35,19,29.79834725333394,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",30,0,40.9977040308387,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
87,True,"{'a': 0, 'e': 0}",30,14,27.228449636529522,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",20,10,16.503709750903642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",20,12,15.627449730428841,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,10,16.836609370310107,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",30,18,23.404573794010997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,3,28.879842800498782,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",25,8,28.959559689680745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",20,13,10.479713001648019,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",25,7,33.708317009442375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",20,2,27.012005065674884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",30,19,22.477943317886684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",20,9,21.028561158887186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",25,9,28.769702092928625,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",20,7,22.175894499018224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0, 'e': 0}",20,2,24.125748936423623,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0, 'e': 0}",25,0,38.513085641342386,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,True,"{'a': 0, 'e': 0}",20,11,15.393390552885322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'a': 0, 'e': 0}",25,6,29.967278571704615,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0, 'e': 0}",30,17,27.12953714707863,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0, 'e': 0}",25,11,21.325523195905934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0, 'e': 0}",20,2,29.958208372215363,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0, 'e': 0}",30,17,26.74004094920383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'a': 0, 'e': 0}",20,6,27.118135437536527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0, 'e': 0}",25,10,28.572165542260635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'a': 0, 'e': 0}",20,8,21.93152225196291,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'a': 0, 'e': 0}",25,15,18.83606347204878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0, 'e': 0}",30,16,25.33085196554065,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0, 'e': 0}",25,6,35.25461500951562,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0, 'e': 0}",20,13,13.533257985445905,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0, 'e': 0}",25,10,24.03677955476997,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0, 'e': 0}",20,5,16.698955220628893,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0, 'e': 0}",20,15,11.970844767398676,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0, 'e': 0}",25,17,14.119559178572697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0, 'e': 0}",25,5,37.99692475387795,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0, 'e': 0}",20,15,7.96985920247738,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0, 'e': 0}",20,1,29.093466090635022,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0, 'e': 0}",25,10,27.247444798128047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0, 'e': 0}",20,9,19.195971550228812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0, 'e': 0}",20,7,26.303626815636544,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'a': 0, 'e': 0}",30,16,23.9063884005923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0, 'e': 0}",25,13,22.082535172717105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0, 'e': 0}",20,6,20.350512700978975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0, 'e': 0}",20,0,30.28651129174042,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
130,True,"{'a': 0, 'e': 0}",20,13,13.527130715953497,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0, 'e': 0}",20,10,17.12811848114316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0, 'e': 0}",25,14,16.082840672770587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0, 'e': 0}",20,0,35.559910572575305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
134,True,"{'a': 0, 'e': 0}",20,10,16.299405404002382,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0, 'e': 0}",20,14,9.343156599876604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0, 'e': 0}",20,6,19.613659251750526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'a': 0, 'e': 0}",25,17,15.635412153049742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'a': 0, 'e': 0}",25,18,10.3296656137549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0, 'e': 0}",25,17,15.675462100422338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0, 'e': 0}",30,11,27.400160387307537,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0, 'e': 0}",20,0,33.185670899276424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,True,"{'a': 0, 'e': 0}",20,14,12.669405221290843,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'a': 0, 'e': 0}",20,11,18.74867493723776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0, 'e': 0}",25,15,19.264245216961264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0, 'e': 0}",20,9,17.53690950119653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0, 'e': 0}",20,9,21.475417618915635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0, 'e': 0}",20,8,21.114112858804937,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0, 'e': 0}",20,14,10.738353760173501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0, 'e': 0}",30,21,17.43865180221409,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0, 'e': 0}",20,12,18.107545431528067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'a': 0, 'e': 0}",25,2,36.829712659768965,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'a': 0, 'e': 0}",35,11,40.09644704300124,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'a': 0, 'e': 0}",25,5,28.2207655451291,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'a': 0, 'e': 0}",30,12,35.1529804025749,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'a': 0, 'e': 0}",20,16,6.681709820163069,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'a': 0, 'e': 0}",20,14,12.267491926536401,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'a': 0, 'e': 0}",25,7,26.19547978706377,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'a': 0, 'e': 0}",30,12,28.015244569107846,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'a': 0, 'e': 0}",20,16,7.989454966564539,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'a': 0, 'e': 0}",25,8,31.935181605804217,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'a': 0, 'e': 0}",25,0,46.800648584683,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,True,"{'a': 0, 'e': 0}",25,7,31.399779118381556,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'a': 0, 'e': 0}",30,18,21.646962639849946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'a': 0, 'e': 0}",30,17,27.173735105092124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'a': 0, 'e': 0}",30,13,35.72513259717612,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'a': 0, 'e': 0}",20,13,14.825433815235098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'a': 0, 'e': 0}",20,14,10.998080566743958,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'a': 0, 'e': 0}",20,7,16.764575593987992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'a': 0, 'e': 0}",20,5,23.431157585407547,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'a': 0, 'e': 0}",25,15,16.289447683736892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'a': 0, 'e': 0}",25,4,37.0994472427146,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'a': 0, 'e': 0}",25,4,34.54371342738162,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'a': 0, 'e': 0}",20,7,21.360621635895274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'a': 0, 'e': 0}",25,9,24.38759262413197,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'a': 0, 'e': 0}",20,12,16.845515440222222,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'a': 0, 'e': 0}",25,0,39.497972596937736,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,True,"{'a': 0, 'e': 0}",35,23,18.450288980564014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'a': 0, 'e': 0}",30,10,33.410256807821796,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'a': 0, 'e': 0}",20,1,32.0613061449516,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'a': 0, 'e': 0}",20,12,15.57250161283994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'a': 0, 'e': 0}",20,0,31.622788987121215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,True,"{'a': 0, 'e': 0}",20,9,17.03058447865749,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'a': 0, 'e': 0}",20,4,28.36483104169977,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'a': 0, 'e': 0}",25,3,31.920026159610174,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'a': 0, 'e': 0}",35,25,18.19368415861092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'a': 0, 'e': 0}",30,21,15.516600031847712,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'a': 0, 'e': 0}",20,9,16.4765891660621,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'a': 0, 'e': 0}",20,10,19.934875983727558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'a': 0, 'e': 0}",25,14,21.19805414105238,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0, 'e': 0}",30,16,30.177259259354397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'a': 0, 'e': 0}",25,11,23.05338985821197,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'a': 0, 'e': 0}",30,14,24.429801262633433,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'a': 0, 'e': 0}",20,9,22.405459068144324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'a': 0, 'e': 0}",35,24,17.76356067611501,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'a': 0, 'e': 0}",20,16,5.001028014915783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'a': 0, 'e': 0}",20,12,14.848364672081608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'a': 0, 'e': 0}",20,13,12.3982725520818,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'a': 0, 'e': 0}",20,9,21.527632733802044,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'a': 0, 'e': 0}",25,0,36.72619262985639,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,True,"{'a': 0, 'e': 0}",25,14,18.975801532437046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,True,"{'a': 0, 'e': 0}",25,20,10.972333469299503,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,True,"{'a': 0, 'e': 0}",20,10,16.249294775675438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,True,"{'a': 0, 'e': 0}",20,14,12.926613668725665,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,True,"{'a': 0, 'e': 0}",20,7,23.352344527003037,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,True,"{'a': 0, 'e': 0}",20,15,9.593648421879378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0, 'e': 0}",25,8,28.619583037930408,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,True,"{'a': 0, 'e': 0}",20,10,20.765801945394042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,True,"{'a': 0, 'e': 0}",25,12,16.640065839964137,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,True,"{'a': 0, 'e': 0}",20,6,23.298196632429914,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,True,"{'a': 0, 'e': 0}",30,19,19.72842273749464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,True,"{'a': 0, 'e': 0}",25,12,14.494907469483564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,True,"{'a': 0, 'e': 0}",25,7,31.379557559919387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0, 'e': 0}",25,10,31.036967895614374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,True,"{'a': 0, 'e': 0}",20,14,10.561480315868641,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,True,"{'a': 0, 'e': 0}",25,8,31.91402576996753,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,True,"{'a': 0, 'e': 0}",30,12,32.013884381755396,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,True,"{'a': 0, 'e': 0}",20,16,8.037200848001236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,True,"{'a': 0, 'e': 0}",25,15,17.367796906266783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,True,"{'a': 0, 'e': 0}",20,12,16.604051851179285,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,True,"{'a': 0, 'e': 0}",30,12,29.587776518105084,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,True,"{'a': 0, 'e': 0}",20,5,25.878343909930067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,True,"{'a': 0, 'e': 0}",30,16,23.662681928165448,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,True,"{'a': 0, 'e': 0}",20,8,22.39937314998359,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,True,"{'a': 0, 'e': 0}",20,15,9.644749951154463,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0, 'e': 0}",30,8,35.44456182902043,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,True,"{'a': 0, 'e': 0}",30,14,20.048813647564373,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0, 'e': 0}",20,0,30.48609198526137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,True,"{'a': 0, 'e': 0}",20,8,19.52355178285385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,True,"{'a': 0, 'e': 0}",25,6,38.22491010727249,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0, 'e': 0}",25,16,17.00957725063962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,True,"{'a': 0, 'e': 0}",20,0,29.343241823654875,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,True,"{'a': 0, 'e': 0}",20,8,18.813912660286164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,True,"{'a': 0, 'e': 0}",20,4,22.080446657215525,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,True,"{'a': 0, 'e': 0}",25,0,40.07682532951697,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
235,True,"{'a': 0, 'e': 0}",35,5,47.92566588485423,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,True,"{'a': 0, 'e': 0}",25,13,21.969915423218932,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,True,"{'a': 0, 'e': 0}",20,8,19.303873767984136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0, 'e': 0}",20,9,19.893012960551875,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0, 'e': 0}",30,18,24.009967132365972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,True,"{'a': 0, 'e': 0}",20,2,21.556808653032633,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0, 'e': 0}",20,9,21.066832575736903,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,True,"{'a': 0, 'e': 0}",20,11,17.647734395872458,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,True,"{'a': 0, 'e': 0}",20,15,6.546833013678044,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,True,"{'a': 0, 'e': 0}",20,13,12.177598439742017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,True,"{'a': 0, 'e': 0}",30,10,37.638041510180294,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,True,"{'a': 0, 'e': 0}",25,20,9.75485421185607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,True,"{'a': 0, 'e': 0}",35,16,30.950384979987774,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,True,"{'a': 0, 'e': 0}",25,16,15.829652210253796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,True,"{'a': 0, 'e': 0}",20,15,10.160291788860157,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,True,"{'a': 0, 'e': 0}",20,14,10.915663978704547,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,True,"{'a': 0, 'e': 0}",25,8,34.192630679161155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,True,"{'a': 0, 'e': 0}",30,6,39.52505383413114,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,True,"{'a': 0, 'e': 0}",20,0,26.53585337391199,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0, 'e': 0}",30,16,18.18115764603905,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
255,True,"{'a': 0, 'e': 0}",20,14,9.257153467530124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,True,"{'a': 0, 'e': 0}",20,14,11.427260151009945,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,True,"{'a': 0, 'e': 0}",25,17,14.76772263050616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,True,"{'a': 0, 'e': 0}",20,14,12.229322787703783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,True,"{'a': 0, 'e': 0}",25,13,20.64241161368086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0, 'e': 0}",20,12,14.057041109230868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,True,"{'a': 0, 'e': 0}",20,13,12.122658759513913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,True,"{'a': 0, 'e': 0}",20,10,20.546661813808324,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,True,"{'a': 0, 'e': 0}",25,14,21.72173647770998,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,True,"{'a': 0, 'e': 0}",30,0,46.77794391774588,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,True,"{'a': 0, 'e': 0}",30,12,32.860553687721115,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,True,"{'a': 0, 'e': 0}",25,13,22.988353185788085,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,True,"{'a': 0, 'e': 0}",20,12,13.510386032754548,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,True,"{'a': 0, 'e': 0}",30,15,29.689517533856623,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,True,"{'a': 0, 'e': 0}",20,6,21.83095442753336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,True,"{'a': 0, 'e': 0}",30,12,32.15163098525107,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,True,"{'a': 0, 'e': 0}",25,14,22.97752087140705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,True,"{'a': 0, 'e': 0}",20,13,14.255189074442953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,True,"{'a': 0, 'e': 0}",25,12,21.501403712944025,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,True,"{'a': 0, 'e': 0}",30,8,39.545251897569386,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0, 'e': 0}",25,17,13.276432996870145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,True,"{'a': 0, 'e': 0}",30,3,46.032335601594966,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,True,"{'a': 0, 'e': 0}",25,16,16.29673829412863,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0, 'e': 0}",20,0,34.43560203157873,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,True,"{'a': 0, 'e': 0}",20,12,16.546330310976455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,True,"{'a': 0, 'e': 0}",20,3,28.63250635605661,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0, 'e': 0}",20,14,11.700465102178736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,True,"{'a': 0, 'e': 0}",25,11,25.284618539816453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0, 'e': 0}",30,17,20.78983915589618,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,True,"{'a': 0, 'e': 0}",20,3,30.342809800687355,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,True,"{'a': 0, 'e': 0}",20,5,22.756693926030916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
